loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,loan_status
L01709,C03394,B00301,Education Loan,432039.44,11.04,60,2023-10-19,Active
L01710,C01213,B00501,Home Loan,1278871.35,10.75,24,2023-11-29,Overdue
L01711,C03899,B00601,Personal Loan,1422366.65,14.86,24,2023-09-27,Active
L01712,C04756,B00401,Auto Loan,2158392.45,12.89,36,2025-06-20,Active
L01713,C03269,B00201,Home Loan,2923563.49,14.74,60,2024-03-24,Active
L01714,C02699,B00701,Business Loan,252873.81,8.22,24,2025-01-17,Active
L01715,C00021,B00901,Home Loan,2526781.06,14.64,36,2024-06-07,Overdue
L01716,C02215,B00601,Home Loan,3480939.72,10.97,48,2024-11-07,Closed
L01717,C04509,B00501,Auto Loan,3605311.53,11.38,36,2025-06-06,Closed
L01718,C00552,B00101,Business Loan,1171884.69,14.42,120,2024-02-01,Active
L01719,C03166,B00401,Business Loan,847000.15,13.08,48,2023-02-15,Overdue
L01720,C04211,B00201,Auto Loan,3428443.23,13.12,12,2024-03-14,Active
L01721,C03530,B00901,Business Loan,1478827.17,7.81,120,2024-06-25,Active
L01722,C03104,B00701,Education Loan,2027880.93,11.55,60,2024-05-14,Active
L01723,C02239,B00401,Personal Loan,3418301.48,11.08,60,2024-08-09,Active
L01724,C03203,B01001,Business Loan,3024234.91,8.47,48,2025-01-22,Closed
L01725,C00720,B01001,Personal Loan,1175162.84,12.97,180,2023-05-02,Active
L01726,C02300,B00601,Personal Loan,4349375.26,14.45,36,2023-02-13,Active
L01727,C03907,B00601,Personal Loan,1917903.48,8.58,48,2024-12-14,Active
L01728,C04449,B00901,Personal Loan,938557.88,10.51,48,2025-02-13,Closed
L01729,C03950,B00501,Auto Loan,4139670.95,11.12,84,2023-05-27,Active
L01730,C01532,B00301,Personal Loan,1567913.83,10.27,48,2023-06-21,Active
L01731,C03803,B00901,Home Loan,1489981.09,12.36,24,2025-06-19,Active
L01732,C04541,B00501,Education Loan,4427748.24,15.02,120,2023-04-02,Active
L01733,C04722,B00901,Auto Loan,3993542.95,11.37,84,2024-09-22,Overdue
L01734,C01170,B00901,Personal Loan,4510705.0,12.91,180,2024-04-10,Overdue
L01735,C03819,B00901,Personal Loan,3933995.04,11.71,60,2025-04-28,Active
L01736,C04863,B00301,Business Loan,3838115.93,15.15,120,2023-03-10,Overdue
L01737,C01542,B00301,Auto Loan,3019686.31,13.69,48,2025-03-19,Active
L01738,C02900,B00701,Education Loan,939483.08,11.91,60,2023-01-13,Active
L01739,C01854,B00401,Personal Loan,2158068.33,11.32,180,2023-06-29,Closed
L01740,C02668,B00401,Home Loan,1826859.36,13.7,120,2025-04-20,Active
L01741,C01734,B00801,Business Loan,758417.06,12.86,36,2024-03-31,Closed
L01742,C04336,B00301,Personal Loan,2446270.73,10.93,24,2023-05-07,Active
L01743,C04723,B00101,Home Loan,1735415.8,13.39,12,2024-11-28,Active
L01744,C04123,B00801,Auto Loan,3575313.82,14.81,24,2024-08-11,Active
L01745,C02409,B00701,Home Loan,3357305.38,15.29,48,2023-05-28,Active
L01746,C01375,B00601,Auto Loan,1429925.74,12.2,84,2024-02-12,Active
L01747,C01453,B01001,Business Loan,1506127.27,10.94,48,2025-01-20,Active
L01748,C04008,B00701,Personal Loan,2099439.36,13.09,84,2025-04-04,Active
L01749,C03526,B00301,Home Loan,4031252.09,13.44,84,2025-07-23,Active
L01750,C02684,B00101,Home Loan,2687463.29,8.06,48,2025-07-24,Overdue
L01751,C03105,B00401,Auto Loan,2796418.33,10.35,48,2024-04-11,Active
L01752,C02807,B00201,Business Loan,4119745.93,11.02,24,2024-07-09,Active
L01753,C03258,B00101,Personal Loan,3873329.21,14.99,24,2025-05-24,Closed
L01754,C01917,B00901,Auto Loan,587124.91,13.18,12,2023-08-30,Active
L01755,C01238,B00301,Education Loan,1145473.79,9.44,48,2023-12-24,Closed
L01756,C02992,B00801,Business Loan,1975663.8,14.78,60,2023-11-19,Active
L01757,C01195,B00501,Home Loan,2712847.89,13.9,84,2024-07-21,Closed
L01758,C01665,B00201,Personal Loan,2476546.83,13.57,120,2024-04-09,Closed
L01759,C02747,B00201,Personal Loan,2062539.0,8.86,36,2024-05-09,Active
L01760,C01154,B00301,Business Loan,3005312.4,10.84,180,2024-04-30,Active
L01761,C03934,B01001,Personal Loan,1177926.43,11.47,48,2024-01-03,Closed
L01762,C00841,B00801,Home Loan,4378280.35,13.11,12,2025-03-11,Overdue
L01763,C01818,B00401,Education Loan,1914815.27,9.45,60,2025-07-20,Closed
L01764,C04595,B00501,Personal Loan,4553642.95,12.21,180,2023-04-18,Active
L01765,C00936,B00501,Auto Loan,2450324.62,8.28,36,2024-09-25,Active
L01766,C01619,B01001,Personal Loan,4635872.3,7.89,48,2025-07-07,Active
L01767,C02229,B00201,Auto Loan,1244737.66,13.42,48,2025-05-20,Active
L01768,C02742,B00301,Home Loan,1022076.05,10.08,24,2024-02-23,Closed
L01769,C04796,B00601,Business Loan,1335685.61,10.36,180,2023-04-12,Closed
L01770,C04622,B00101,Education Loan,417207.51,12.89,120,2025-04-22,Active
L01771,C03076,B00101,Business Loan,2998952.06,15.27,12,2024-09-03,Active
L01772,C00842,B00801,Auto Loan,3274903.55,11.65,60,2025-03-22,Active
L01773,C03613,B01001,Business Loan,3916286.97,10.46,48,2025-01-03,Active
L01774,C02449,B00401,Auto Loan,3503864.47,11.72,180,2024-08-07,Active
L01775,C02554,B00201,Home Loan,3057516.29,9.27,24,2025-07-08,Active
L01776,C03590,B00201,Auto Loan,1663270.18,14.69,60,2025-09-09,Active
L01777,C02561,B00901,Personal Loan,2659823.34,15.44,12,2024-06-01,Closed
L01778,C00423,B00201,Personal Loan,2709447.13,14.01,36,2024-12-24,Active
L01779,C04337,B00901,Home Loan,75811.38,11.28,36,2024-10-27,Overdue
L01780,C03217,B00601,Business Loan,459794.78,10.2,36,2023-03-17,Active
L01781,C03642,B00401,Business Loan,4384200.22,7.67,12,2023-05-31,Active
L01782,C02596,B00401,Education Loan,1125598.62,12.5,60,2024-04-26,Overdue
L01783,C03660,B00201,Home Loan,439638.86,12.74,24,2023-07-17,Overdue
L01784,C01596,B01001,Home Loan,3373501.87,9.24,12,2024-02-04,Closed
L01785,C00419,B00601,Business Loan,1374880.19,12.89,84,2023-09-10,Active
L01786,C01287,B00401,Auto Loan,2666485.21,11.79,24,2025-04-30,Closed
L01787,C00573,B00401,Personal Loan,4340413.62,11.99,120,2023-04-28,Active
L01788,C02901,B00901,Education Loan,385272.67,8.35,48,2025-01-30,Active
L01789,C03321,B00401,Business Loan,2187427.74,10.69,12,2025-01-23,Closed
L01790,C01205,B00201,Business Loan,4464235.54,13.71,12,2025-08-15,Active
L01791,C03306,B01001,Business Loan,3329905.3,9.36,48,2024-05-05,Overdue
L01792,C03824,B00301,Personal Loan,1505481.73,8.07,12,2023-04-12,Active
L01793,C02638,B00301,Business Loan,4337366.14,10.54,12,2024-12-04,Closed
L01794,C01999,B00901,Business Loan,1191662.96,14.36,24,2025-01-22,Active
L01795,C01968,B00901,Business Loan,318076.69,7.56,48,2024-10-09,Active
L01796,C00510,B00201,Education Loan,1540068.56,10.69,12,2024-01-16,Active
L01797,C03059,B00201,Business Loan,4116189.01,10.49,120,2023-07-06,Overdue
L01798,C03278,B00801,Personal Loan,2052905.33,8.93,120,2024-10-16,Active
L01799,C03994,B00801,Education Loan,3432287.74,14.03,84,2024-09-19,Overdue
L01800,C00897,B01001,Auto Loan,4330983.25,11.79,84,2025-06-30,Closed
